#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Date Time: 2024-10-18 15:45:38.222
#Sample rate: 400000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.4 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2.55 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -2.5 V Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.008800208333333333,2.449248479163908,4.946406478892245
-0.008797708333333334,2.453221048014611,4.946406478892245
-0.008795208333333332,2.456531522056869,4.946406478892245
-0.008792708333333333,2.460504090907572,4.946406478892245
-0.008790208333333334,2.464476659758275,4.946738129801799
-0.008787708333333335,2.468780276013205,4.946406478892245
-0.008785208333333332,2.471759702651238,4.946738129801799
-0.008782708333333333,2.475401224097716,4.946406478892245
-0.008780208333333334,2.479042745544194,4.946738129801799
-0.008777708333333332,2.483015314394902,4.947069780711354
-0.008775208333333333,2.486987883245605,4.947069780711354
-0.008772708333333334,2.490298357287859,4.947069780711354
-0.008770208333333335,2.494270926138563,4.947069780711354
-0.008767708333333332,2.497912447585045,4.947069780711354
-0.008765208333333333,2.501553969031524,4.947069780711354
-0.008762708333333334,2.505526537882227,4.947733082530464
-0.008760208333333335,2.50949910673293,4.947733082530464
-0.008757708333333333,2.513140628179415,4.947733082530464
-0.008755208333333334,2.516782149625893,4.947733082530464
-0.008752708333333335,2.520092623668146,4.947733082530464
-0.008750208333333332,2.523734145114628,4.947401431620909
-0.008747708333333333,2.527706713965332,4.947401431620909
-0.008745208333333334,2.531017188007584,4.947401431620909
-0.008742708333333335,2.534989756858288,4.948064733440019
-0.008740208333333332,2.538962325708997,4.948064733440019
-0.008737708333333333,2.542603847155475,4.948396384349574
-0.008735208333333334,2.545914321197728,4.948064733440019
-0.008732708333333332,2.549224795239986,4.948728035259129
-0.008730208333333333,2.553197364090689,4.948396384349574
-0.008727708333333334,2.557169932941392,4.948396384349574
-0.008725208333333335,2.560811454387872,4.948396384349574
-0.008722708333333332,2.564121928430129,4.948396384349574
-0.008720208333333333,2.567763449876607,4.948396384349574
-0.008717708333333334,2.571404971323085,4.948728035259129
-0.008715208333333335,2.575708587578014,4.949059686168685
-0.008712708333333333,2.579019061620271,4.949059686168685
-0.008710208333333334,2.582329535662526,4.949059686168685
-0.008707708333333335,2.585971057109004,4.948728035259129
-0.008705208333333332,2.589612578555486,4.949059686168685
-0.008702708333333333,2.592923052597739,4.949391337078239
-0.008700208333333334,2.596895621448442,4.949059686168685
-0.008697708333333335,2.59987504808647,4.949059686168685
-0.008695208333333333,2.603516569532955,4.949391337078239
-0.008692708333333334,2.607489138383657,4.949391337078239
-0.008690208333333335,2.61079961242591,4.949391337078239
-0.008687708333333332,2.614441133872393,4.949391337078239
-0.008685208333333333,2.617751607914645,4.949391337078239
-0.008682708333333334,2.621724176765349,4.949391337078239
-0.008680208333333335,2.625034650807603,4.950054638897349
-0.008677708333333332,2.62834512484986,4.950054638897349
-0.008675208333333333,2.631986646296338,4.950054638897349
-0.008672708333333334,2.635297120338591,4.950054638897349
-0.008670208333333332,2.639269689189299,4.950386289806904
-0.008667708333333333,2.642911210635777,4.950386289806904
-0.008665208333333334,2.645890637273806,4.950717940716459
-0.008662708333333335,2.649532158720284,4.950386289806904
-0.008660208333333332,2.653173680166767,4.950386289806905
-0.008657708333333333,2.656484154209019,4.951049591626014
-0.008655208333333334,2.659794628251272,4.951049591626014
-0.008652708333333335,2.66343614969775,4.95005463889735
-0.008650208333333333,2.667077671144233,4.950386289806904
-0.008647708333333334,2.670388145186487,4.951049591626014
-0.008645208333333335,2.674029666632965,4.950717940716459
-0.008642708333333332,2.677340140675222,4.950717940716459
-0.008640208333333333,2.680981662121701,4.951049591626014
-0.008637708333333334,2.684623183568178,4.950717940716459
-0.008635208333333335,2.687602610206206,4.951049591626014
-0.008632708333333333,2.69124413165269,4.951381242535569
-0.008630208333333333,2.694885653099167,4.951049591626014
-0.008627708333333334,2.69819612714142,4.950717940716459
-0.008625208333333332,2.701506601183678,4.951049591626014
-0.008622708333333333,2.705148122630156,4.951049591626014
-0.008620208333333334,2.707796501863958,4.951049591626014
-0.008617708333333335,2.711769070714662,4.951381242535569
-0.008615208333333332,2.715410592161145,4.951049591626014
-0.008612708333333333,2.718390018799173,4.951049591626013
-0.008610208333333334,2.722362587649876,4.950054638897349
-0.008607708333333332,2.725342014287907,4.949391337076737
-0.008605208333333333,2.727990393521706,3.297106505673853
-0.008602708333333334,2.724348872075226,0.0001648137893509822
-0.008600208333333335,2.718721066203396,0.01608405744798258
-0.008597708333333332,2.714748497352687,0.01873726472442277
-0.008595208333333333,2.710113833693533,0.01940056654353368
-0.008592708333333334,2.705148122630154,0.02271707563908176
-0.008590208333333335,2.700513458971001,0.02537028291552058
-0.008587708333333333,2.695878795311839,0.02570193382507718
-0.008585208333333334,2.691244131652685,0.02636523564418628
-0.008582708333333335,2.686940515397756,0.02570193382507657
-0.008580208333333332,2.682636899142822,0.0260335847346318
-0.008577708333333333,2.678333282887893,0.0260335847346321
-0.008575208333333334,2.673698619228739,0.02669688655374181
-0.008572708333333335,2.669395002973811,0.02802349019196077
-0.008570208333333332,2.665091386718874,0.02868679201107168
-0.008567708333333333,2.660125675655495,0.02901844292062661
-0.008565208333333334,2.655822059400567,0.02901844292062661
-0.008562708333333332,2.651849490549858,0.0283551411015169
-0.008560208333333333,2.64754587429493,0.02868679201107123
-0.008557708333333334,2.643573305444226,0.0283551411015166
-0.008555208333333335,2.639269689189296,0.02901844292062661
-0.008552708333333332,2.634966072934362,0.02935009383018169
-0.008550208333333333,2.630331409275208,0.02968174473973662
-0.008547708333333334,2.62668988782873,0.02968174473973662
-0.008545208333333335,2.622055224169576,0.02968174473973662
-0.008542708333333333,2.618082655318867,0.02901844292062661
-0.008540208333333334,2.614110086468162,0.02901844292062676
-0.008537708333333335,2.609144375404783,0.02935009383018139
-0.008535208333333332,2.605171806554075,0.0300133956492914
-0.008532708333333333,2.601199237703371,0.0300133956492917
-0.008530208333333334,2.596564574044217,0.0306766974684014
-0.008527708333333335,2.592592005193514,0.0300133956492917
-0.008525208333333333,2.588288388938578,0.02935009383018109
-0.008522708333333334,2.584315820087875,0.02901844292062676
-0.008520208333333334,2.580012203832946,0.02935009383018139
-0.008517708333333332,2.576039634982238,0.02935009383018139
-0.008515208333333333,2.572067066131534,0.02935009383018139
-0.008512708333333334,2.56743240247238,0.02935009383018139
-0.008510208333333335,2.563790881025901,0.02968174473973662
-0.008507708333333332,2.559818312175191,0.02935009383018109
-0.008505208333333333,2.555514695920263,0.02901844292062661
-0.008502708333333334,2.55154212706956,0.02901844292062661
-0.008500208333333332,2.547900605623076,0.02901844292062661
-0.008497708333333333,2.543596989368148,0.02901844292062661
-0.008495208333333334,2.539293373113218,0.02901844292062676
-0.008492708333333335,2.535320804262515,0.02935009383018139
-0.008490208333333332,2.531348235411806,0.02901844292062631
-0.008487708333333333,2.527706713965328,0.02868679201107123
-0.008485208333333334,2.523403097710399,0.0283551411015166
-0.008482708333333335,2.519430528859696,0.0283551411015166
-0.008480208333333333,2.515457960008986,0.02868679201107108
-0.008477708333333334,2.511154343754058,0.0283551411015166
-0.008475208333333335,2.506850727499129,0.0283551411015166
-0.008472708333333332,2.503209206052646,0.0283551411015169
-0.008470208333333333,2.499236637201942,0.02868679201107138
-0.008467708333333334,2.495264068351239,0.02868679201107138
-0.008465208333333335,2.491953594308986,0.02835514110151675
-0.008462708333333332,2.487318930649825,0.0283551411015166
-0.008460208333333333,2.483346361799122,0.0283551411015166
-0.008457708333333334,2.479704840352644,0.0283551411015166
-0.008455208333333332,2.476394366310386,0.02868679201107138
-0.008452708333333333,2.471759702651233,0.02868679201107123
-0.008450208333333334,2.468118181204755,0.0283551411015166
-0.008447708333333335,2.464476659758275,0.02868679201107138
-0.008445208333333332,2.460173043503341,0.02802349019196168
-0.008442708333333333,2.456200474652638,0.0283551411015166
-0.008440208333333334,2.45255895320616,0.0283551411015166
-0.008437708333333332,2.448586384355452,0.0283551411015163
-0.008435208333333333,2.444613815504749,0.02802349019196123
-0.008432708333333334,2.441634388866719,0.02769183928240674
-0.008430208333333335,2.437330772611791,0.02802349019196138
-0.008427708333333332,2.433689251165308,0.02802349019196107
-0.008425208333333333,2.43004772971883,0.02769183928240659
-0.008422708333333334,2.426075160868127,0.02769183928240659
-0.008420208333333335,2.422433639421649,0.02769183928240659
-0.008417708333333333,2.418461070570939,0.02736018837285211
-0.008415208333333334,2.414819549124461,0.02769183928240644
-0.008412708333333335,2.410846980273758,0.02736018837285181
-0.008410208333333332,2.4075365062315,0.02802349019196077
-0.008407708333333333,2.403563937380797,0.02736018837285181
-0.008405208333333334,2.400253463338544,0.02736018837285181
-0.008402708333333335,2.395949847083616,0.02702853746329674
-0.008400208333333332,2.391977278232905,0.02702853746329659
-0.008397708333333333,2.388335756786427,0.02702853746329674
-0.008395208333333334,2.384363187935724,0.02736018837285181
-0.008392708333333332,2.381052713893467,0.02736018837285151
-0.008390208333333333,2.377411192446989,0.02702853746329659
-0.008387708333333334,2.373769671000511,0.02702853746329659
-0.008385208333333335,2.370128149554031,0.02702853746329659
-0.008382708333333332,2.366486628107548,0.02736018837285151
-0.008380208333333333,2.362514059256845,0.02702853746329644
-0.008377708333333334,2.358872537810367,0.02669688655374181
-0.008375208333333335,2.355231016363889,0.02702853746329644
-0.008372708333333333,2.351589494917406,0.02702853746329659
-0.008370208333333334,2.347947973470926,0.02702853746329644
-0.008367708333333335,2.344306452024449,0.02669688655374181
-0.008365208333333332,2.340664930577965,0.02669688655374181
-0.008362708333333333,2.336692361727263,0.02669688655374166
-0.008360208333333334,2.33338188768501,0.02636523564418658
-0.008357708333333335,2.329740366238532,0.02636523564418658
-0.008355208333333333,2.326760939600498,0.0266968865537415
-0.008352708333333334,2.32311941815402,0.02636523564418688
-0.008350208333333334,2.319808944111768,0.02702853746329659
-0.008347708333333332,2.315836375261059,0.02669688655374181
-0.008345208333333333,2.311863806410356,0.02669688655374166
-0.008342708333333334,2.308222284963878,0.02636523564418658
-0.008340208333333335,2.304911810921624,0.02636523564418658
-0.008337708333333332,2.301601336879366,0.02636523564418628
-0.008335208333333333,2.297628768028662,0.02603358473463195
-0.008332708333333334,2.293987246582185,0.02636523564418658
-0.008330208333333332,2.290676772539928,0.02537028291552179
-0.008327708333333333,2.28703525109345,0.02537028291552209
-0.008325208333333334,2.284386871859646,0.0260335847346318
-0.008322708333333335,2.280414303008943,0.0260335847346318
-0.008320208333333332,2.27677278156246,0.0260335847346318
-0.008317708333333333,2.273131260115982,0.0260335847346318
-0.008315208333333334,2.269820786073729,0.0260335847346318
-0.008312708333333335,2.266179264627251,0.02570193382507672
-0.008310208333333333,2.262868790584993,0.02570193382507657
-0.008307708333333334,2.259889363946965,0.02570193382507657
-0.008305208333333335,2.256247842500487,0.02570193382507657
-0.008302708333333332,2.252606321054004,0.02503863200596717
-0.008300208333333333,2.248964799607526,0.02570193382507642
-0.008297708333333334,2.245654325565274,0.02537028291552179
-0.008295208333333335,2.242343851523021,0.02503863200596671
-0.008292708333333332,2.239033377480762,0.02503863200596626
-0.008290208333333333,2.235391856034284,0.02470698109641193
-0.008287708333333334,2.231750334587806,0.02503863200596657
-0.008285208333333332,2.228108813141324,0.02537028291552149
-0.008282708333333333,2.225129386503296,0.02503863200596657
-0.008280208333333334,2.221487865056818,0.02503863200596657
-0.008277708333333335,2.218177391014564,0.02503863200596657
-0.008275208333333332,2.215197964376532,0.02470698109641178
-0.008272708333333333,2.211556442930054,0.02470698109641193
-0.008270208333333334,2.208577016292027,0.02503863200596657
-0.008267708333333332,2.205266542249769,0.02470698109641239
-0.008265208333333333,2.201625020803292,0.02537028291552164
-0.008262708333333334,2.198314546761037,0.02503863200596657
-0.008260208333333335,2.194673025314559,0.02503863200596657
-0.008257708333333332,2.191031503868078,0.02470698109641148
-0.008255208333333333,2.188383124634274,0.024375330186857
-0.008252708333333334,2.184741603187797,0.024375330186857
-0.008250208333333335,2.181762176549769,0.02470698109641164
-0.008247708333333333,2.178120655103286,0.02503863200596596
-0.008245208333333334,2.175141228465258,0.02437533018685715
-0.008242708333333335,2.171830754423005,0.02470698109641178
-0.008240208333333332,2.168189232976523,0.02470698109641148
-0.008237708333333333,2.16487875893427,0.02437533018685715
-0.008235208333333334,2.161568284892017,0.02470698109641178
-0.008232708333333335,2.158257810849765,0.02437533018685715
-0.008230208333333332,2.155278384211731,0.02404367927730238
-0.008227708333333333,2.151967910169479,0.02470698109641164
-0.008225208333333334,2.148657436127226,0.024375330186857
-0.008222708333333332,2.145346962084969,0.02404367927730208
-0.008220208333333333,2.142036488042717,0.024375330186857
-0.008217708333333334,2.138726014000464,0.024375330186857
-0.008215208333333335,2.13607763476666,0.024375330186857
-0.008212708333333332,2.132767160724403,0.0243753301868567
-0.008210208333333333,2.129125639277925,0.02404367927730178
-0.008207708333333334,2.125815165235672,0.02404367927730178
-0.008205208333333335,2.122835738597645,0.02404367927730178
-0.008202708333333333,2.119856311959614,0.02470698109641164
-0.008200208333333334,2.116545837917359,0.024375330186857
-0.008197708333333335,2.112904316470881,0.024375330186857
-0.008195208333333332,2.110255937237075,0.0243753301868567
-0.008192708333333333,2.106614415790597,0.02404367927730193
-0.008190208333333334,2.103966036556795,0.024375330186857
-0.008187708333333335,2.100986609918767,0.02404367927730193
-0.008185208333333333,2.097676135876509,0.02404367927730148
-0.008182708333333334,2.094034614430031,0.02371202836774685
-0.008180208333333334,2.091055187792003,0.02338037745819177
-0.008177708333333332,2.088075761153972,0.023712028367747
-0.008175208333333333,2.085427381920169,0.02371202836774685
-0.008172708333333334,2.081454813069466,0.02338037745819177
-0.008170208333333335,2.078475386431438,0.023712028367747
-0.008167708333333332,2.075164912389181,0.02338037745819147
-0.008165208333333333,2.072847580559603,0.02304872654863729
-0.008162708333333334,2.069206059113126,0.023712028367747
-0.008160208333333332,2.066226632475094,0.02304872654863699
-0.008157708333333333,2.063247205837067,0.02304872654863744
-0.008155208333333334,2.059605684390587,0.02404367927771471
-0.008152708333333335,2.056957305156785,0.932103869638824
-0.008150208333333332,2.059936731794819,4.978244966209498
-0.008147708333333333,2.065233490262423,4.953039497083342
-0.008145208333333334,2.070199201325802,4.949391337078239
-0.008142708333333335,2.074502817580731,4.948396384349575
-0.008140208333333333,2.079468528644118,4.946074827982689
-0.008137708333333334,2.084103192303272,4.945079875254025
-0.008135208333333335,2.088737855962425,4.945411526163579
-0.008132708333333332,2.09304147221736,4.945411526163579
-0.008130208333333333,2.098007183280739,4.945079875254024
-0.008127708333333334,2.102310799535668,4.944084922525359
-0.008125208333333335,2.106614415790596,4.942758318887141
-0.008122708333333332,2.110918032045532,4.941763366158474
-0.008120208333333333,2.115552695704686,4.941431715248919
-0.008117708333333334,2.119856311959615,4.94209501706803
-0.008115208333333332,2.124490975618774,4.941763366158474
-0.008112708333333333,2.128794591873703,4.94209501706803
-0.008110208333333334,2.133098208128632,4.94209501706803
-0.008107708333333335,2.137732871787787,4.941431715248919
-0.008105208333333332,2.142367535446947,4.94076841342981
-0.008102708333333333,2.146671151701876,4.94076841342981
-0.008100208333333334,2.150974767956804,4.941100064339365
-0.008097708333333332,2.155278384211738,4.94076841342981
-0.008095208333333333,2.159582000466667,4.941100064339365
-0.008092708333333334,2.164216664125822,4.941100064339365
-0.008090208333333335,2.168189232976526,4.941100064339365
-0.008087708333333332,2.17249284923146,4.941100064339365
-0.008085208333333333,2.176796465486389,4.94076841342981
-0.008082708333333334,2.181431129145543,4.94076841342981
-0.008080208333333335,2.185403697996246,4.940436762520255
-0.008077708333333333,2.189707314251182,4.941100064339365
-0.008075208333333334,2.19401093050611,4.941100064339365
-0.008072708333333335,2.198314546761039,4.941431715248919
-0.008070208333333332,2.202287115611748,4.941100064339365
-0.008067708333333333,2.206590731866676,4.940768413429811
-0.008065208333333334,2.210894348121605,4.941763366158474
-0.008062708333333335,2.215197964376535,4.941100064339365
-0.008060208333333332,2.219170533227244,4.941100064339365
-0.008057708333333333,2.223474149482172,4.941431715248919
-0.008055208333333334,2.227777765737101,4.941763366158474
-0.008052708333333332,2.231419287183585,4.941763366158474
-0.008050208333333333,2.236384998246964,4.941763366158474
-0.008047708333333334,2.240688614501892,4.941431715248919
-0.008045208333333335,2.244330135948372,4.941431715248919
-0.008042708333333332,2.248633752203307,4.941763366158474
-0.008040208333333333,2.252937368458235,4.94209501706803
-0.008037708333333334,2.256578889904712,4.942426667977585
-0.008035208333333335,2.260882506159641,4.94275831888714
-0.008032708333333333,2.26485507501035,4.942426667977585
-0.008030208333333334,2.269489738669506,4.94275831888714
-0.008027708333333335,2.273462307520209,4.94209501706803
-0.008025208333333332,2.277434876370918,4.942426667977585
-0.008022708333333333,2.281738492625846,4.94275831888714
-0.008020208333333334,2.285711061476549,4.942426667977585
-0.008017708333333335,2.290014677731478,4.94275831888714
-0.008015208333333333,2.293656199177963,4.943089969796695
-0.008012708333333333,2.297959815432892,4.943089969796695
-0.008010208333333334,2.30226343168782,4.943089969796695
-0.008007708333333332,2.305904953134304,4.94342162070625
-0.008005208333333333,2.310208569389232,4.94342162070625
-0.008002708333333334,2.314181138239935,4.94342162070625
-0.008000208333333335,2.318484754494866,4.943753271615805
-0.007997708333333332,2.3227883707498,4.944084922525359
-0.007995208333333333,2.326760939600502,4.943753271615805
-0.007992708333333334,2.330071413642755,4.943753271615805
-0.007990208333333332,2.334375029897689,4.943753271615805
-0.007987708333333333,2.338347598748393,4.943753271615805
-0.007985208333333334,2.342651215003323,4.944084922525359
-0.007982708333333335,2.346292736449801,4.944084922525359
-0.007980208333333332,2.35026530530051,4.944084922525359
-0.007977708333333333,2.354568921555438,4.944084922525359
-0.007975208333333334,2.358541490406141,4.944416573434914
-0.007972708333333335,2.362183011852619,4.944084922525359
-0.007970208333333333,2.366155580703329,4.944416573434914
-0.007967708333333334,2.370128149554033,4.944416573434914
-0.007965208333333335,2.374100718404736,4.944748224344469
-0.007962708333333332,2.378073287255444,4.944416573434914
-0.007960208333333333,2.382045856106148,4.944748224344469
-0.007957708333333334,2.386018424956851,4.945079875254025
-0.007955208333333335,2.389990993807554,4.945079875254025
-0.007952708333333332,2.393632515254039,4.945079875254025
-0.007950208333333333,2.397605084104742,4.945079875254025
-0.007947708333333334,2.401577652955446,4.945411526163579
-0.007945208333333332,2.405219174401929,4.945411526163579
-0.007942708333333333,2.409191743252632,4.945743177073135
-0.007940208333333334,2.413164312103335,4.945743177073135
-0.007937708333333335,2.417467928358266,4.945743177073135
-0.007935208333333332,2.421440497208974,4.945743177073135
-0.007932708333333333,2.425082018655452,4.94607482798269
-0.007930208333333334,2.429054587506156,4.946406478892245
-0.007927708333333335,2.432696108952633,4.946406478892245
-0.007925208333333333,2.436337630399116,4.945743177073135
-0.007922708333333334,2.440310199249821,4.94607482798269
-0.007920208333333335,2.444282768100525,4.946406478892245
-0.007917708333333332,2.447593242142782,4.946738129801799
-0.007915208333333333,2.451565810993486,4.946738129801799
-0.007912708333333334,2.455207332439963,4.946738129801799
-0.007910208333333335,2.458848853886441,4.946738129801799
-0.007907708333333333,2.463152470141377,4.946406478892245
-0.007905208333333334,2.46712503899208,4.946738129801799
-0.007902708333333335,2.470766560438558,4.946738129801799
-0.007900208333333332,2.474408081885041,4.946406478892245
-0.007897708333333333,2.478049603331519,4.947069780711354
-0.007895208333333334,2.481691124777997,4.946406478892245
-0.007892708333333335,2.485663693628702,4.946738129801799
-0.007890208333333332,2.489636262479411,4.946738129801799
-0.007887708333333333,2.493608831330114,4.947069780711354
-0.007885208333333334,2.497250352776592,4.946738129801799
-0.007882708333333332,2.500891874223074,4.947069780711354
-0.007880208333333333,2.504202348265327,4.947069780711354
-0.007877708333333334,2.508174917116032,4.947401431620909
-0.007875208333333335,2.51181643856251,4.948064733440019
-0.007872708333333332,2.515789007413218,4.947733082530464
-0.007870208333333333,2.519099481455471,4.947401431620909
-0.007867708333333334,2.522741002901949,4.947401431620909
-0.007865208333333335,2.526713571752652,4.947733082530464
-0.007862708333333333,2.530686140603361,4.948064733440019
-0.007860208333333334,2.53432766204984,4.947733082530464
-0.007857708333333335,2.537638136092093,4.948064733440019
-0.007855208333333332,2.541279657538575,4.948064733440019
-0.007852708333333333,2.544921178985053,4.948396384349574
-0.007850208333333334,2.548562700431531,4.948064733440019
-0.007847708333333335,2.552204221878009,4.947733082530464
-0.007845208333333333,2.555845743324494,4.948064733440019
-0.007842708333333333,2.559487264770972,4.947733082530464
-0.007840208333333334,2.563459833621675,4.948064733440019
-0.007837708333333332,2.566439260259707,4.948728035259129
-0.007835208333333333,2.570080781706185,4.948728035259129
